6
Insert(-416.24,Value0)
Insert(303.69,Value5902)
Insert(367.2,Value5903)
Insert(315.2,Value5904)
Insert(356.01,Value5905)
Insert(217.07,Value5906)
Insert(175.21,Value5907)
Insert(302.88,Value5908)
Insert(-250.14,Value5909)
Insert(218.21,Value5910)
Insert(-240.05,Value5911)
Insert(145.05,Value5912)
Insert(-70.81,Value5913)
Insert(493.54,Value5914)
Insert(-278.38,Value5915)
Insert(335.2,Value5916)
Insert(389.63,Value5917)
Insert(363.29,Value5918)
Insert(403.53,Value5919)
Insert(-314.66,Value5920)
Insert(-224.43,Value5921)
Insert(179.16,Value5922)
Insert(55.3,Value5923)
Insert(-358.94,Value5924)
Insert(344.07,Value5925)
Insert(33.9,Value5926)
Insert(-25.7,Value5927)
Insert(305.31,Value5928)
Insert(277.84,Value5929)
Insert(331.72,Value5930)
Insert(429.14,Value5931)
Insert(255.09,Value5932)
Insert(-248.07,Value5933)
Insert(-223.05,Value5934)
Insert(281.76,Value5935)
Insert(151.41,Value5936)
Insert(24.81,Value5937)
Insert(-89.41,Value5938)
Insert(-150.26,Value5939)
Insert(-368.01,Value5940)
Insert(115.03,Value5941)
Insert(-129.46,Value5942)
Insert(342.84,Value5943)
Insert(440.67,Value5944)
Insert(426.01,Value5945)
Insert(-93.45,Value5946)
Insert(154.61,Value5947)
Insert(199.67,Value5948)
Insert(184.23,Value5949)
Insert(374.63,Value5950)
Insert(255.56,Value5951)
Insert(402.83,Value5952)
Insert(416.57,Value5953)
Insert(301.82,Value5954)
Insert(-375.59,Value5955)
Insert(272.52,Value5956)
Insert(288.24,Value5957)
Insert(-101.44,Value5958)
Insert(89.99,Value5959)
Insert(-302.58,Value5960)
Insert(-175.8,Value5961)
Insert(160.84,Value5962)
Insert(7.69,Value5963)
Insert(-9.79,Value5964)
Insert(-238.17,Value5965)
Insert(-190.39,Value5966)
Insert(-461.81,Value5967)
Insert(182.25,Value5968)
Insert(293.93,Value5969)
Insert(259.55,Value5970)
Insert(308.12,Value5971)
Insert(376.97,Value5972)
Insert(-170.09,Value5973)
Insert(153.99,Value5974)
Insert(246.28,Value5975)
Insert(362.97,Value5976)
Insert(-421.64,Value5977)
Insert(-66.29,Value5978)
Insert(49.89,Value5979)
Insert(115.4,Value5980)
Insert(9.21,Value5981)
Insert(153.15,Value5982)
Insert(44.03,Value5983)
Insert(311.92,Value5984)
Insert(458.59,Value5985)
Insert(-424.24,Value5986)
Insert(-466.05,Value5987)
Insert(389.74,Value5988)
Insert(-251.36,Value5989)
Insert(-302.59,Value5990)
Insert(116.28,Value5991)
Insert(196.2,Value5992)
Insert(-39.65,Value5993)
Insert(-404.23,Value5994)
Insert(82.17,Value5995)
Insert(404.95,Value5996)
Insert(19.19,Value5997)
Insert(490.68,Value5998)
Insert(43.12,Value5999)
Insert(64.85,Value6000)
Insert(-16.21,Value6001)
Insert(291.36,Value6002)
Insert(390.38,Value6003)
Insert(138.86,Value6004)
Insert(-383.22,Value6005)
Insert(-424.23,Value6006)
Insert(-283.64,Value6007)
Insert(-410.58,Value6008)
Insert(-238.1,Value6009)
Insert(-251.47,Value6010)
Insert(58.83,Value6011)
Insert(66.76,Value6012)
Insert(-263.79,Value6013)
Insert(-201.85,Value6014)
Insert(496.98,Value6015)
Insert(170.46,Value6016)
Insert(183.36,Value6017)
Insert(-162.4,Value6018)
Insert(-268.73,Value6019)
Insert(-48.17,Value6020)
Insert(79.38,Value6021)
Insert(240.8,Value6022)
Insert(85.42,Value6023)
Insert(-67.1,Value6024)
Insert(59.63,Value6025)
Insert(428.02,Value6026)
Insert(-244.6,Value6027)
Insert(263.32,Value6028)
Insert(-367.36,Value6029)
Insert(-298.55,Value6030)
Insert(-185.23,Value6031)
Insert(-71.59,Value6032)
Insert(-385.09,Value6033)
Insert(-115.1,Value6034)
Insert(-199.73,Value6035)
Insert(-237.09,Value6036)
Insert(-293.06,Value6037)
Insert(-441.41,Value6038)
Insert(200.57,Value6039)
Insert(376.21,Value6040)
Insert(233.05,Value6041)
Insert(-371.65,Value6042)
Insert(-192.7,Value6043)
Insert(-288.72,Value6044)
Insert(9.13,Value6045)
Insert(102.9,Value6046)
Insert(-191.84,Value6047)
Insert(359.5,Value6048)
Insert(353.65,Value6049)
Insert(115.25,Value6050)
Insert(-436.37,Value6051)
Insert(-239.83,Value6052)
Insert(-273.78,Value6053)
Insert(271.04,Value6054)
Insert(400.67,Value6055)
Insert(217.69,Value6056)
Insert(87.55,Value6057)
Insert(252.06,Value6058)
Insert(140.43,Value6059)
Insert(-449.84,Value6060)
Insert(-421.08,Value6061)
Insert(-160.46,Value6062)
Insert(34.24,Value6063)
Insert(58.36,Value6064)
Insert(386.39,Value6065)
Insert(-199.39,Value6066)
Insert(-301.96,Value6067)
Insert(401.01,Value6068)
Insert(356.13,Value6069)
Insert(114.3,Value6070)
Insert(-112.53,Value6071)
Insert(-361.74,Value6072)
Insert(212.08,Value6073)
Insert(-264.88,Value6074)
Insert(-107.88,Value6075)
Insert(264.13,Value6076)
Insert(428.82,Value6077)
Insert(13.81,Value6078)
Insert(-164.3,Value6079)
Insert(154.76,Value6080)
Insert(31.45,Value6081)
Insert(1.76,Value6082)
Insert(169.76,Value6083)
Insert(202.91,Value6084)
Insert(313.35,Value6085)
Insert(-189.76,Value6086)
Insert(-396.42,Value6087)
Insert(435.82,Value6088)
Insert(165.89,Value6089)
Insert(-204.4,Value6090)
Insert(-67.75,Value6091)
Insert(79.72,Value6092)
Insert(-481.44,Value6093)
Insert(-366.44,Value6094)
Insert(337.52,Value6095)
Insert(39.14,Value6096)
Insert(-156.9,Value6097)
Insert(-123.82,Value6098)
Insert(11.92,Value6099)
Insert(-332.72,Value6100)
Insert(-399.41,Value6101)
Insert(-335.04,Value6102)
Insert(110.94,Value6103)
Insert(60.0,Value6104)
Insert(201.84,Value6105)
Insert(431.94,Value6106)
Insert(-10.12,Value6107)
Insert(284.28,Value6108)
Insert(-79.79,Value6109)
Insert(152.95,Value6110)
Insert(-310.91,Value6111)
Insert(290.91,Value6112)
Insert(72.26,Value6113)
Insert(480.12,Value6114)
Insert(-268.36,Value6115)
Insert(479.83,Value6116)
Insert(105.97,Value6117)
Insert(-4.27,Value6118)
Insert(15.84,Value6119)
Insert(135.25,Value6120)
Insert(488.16,Value6121)
Insert(-57.33,Value6122)
Insert(-147.65,Value6123)
Insert(-238.43,Value6124)
Insert(-337.03,Value6125)
Insert(362.21,Value6126)
Insert(83.39,Value6127)
Insert(-146.93,Value6128)
Insert(-48.54,Value6129)
Insert(-25.95,Value6130)
Insert(-497.03,Value6131)
Insert(55.27,Value6132)
Insert(-456.39,Value6133)
Insert(-14.2,Value6134)
Insert(-226.97,Value6135)
Insert(251.69,Value6136)
Insert(-484.15,Value6137)
Insert(455.48,Value6138)
Insert(-172.06,Value6139)
Insert(-32.64,Value6140)
Insert(-47.79,Value6141)
Insert(-345.83,Value6142)
Insert(-457.38,Value6143)
Insert(-478.97,Value6144)
Insert(-296.96,Value6145)
Insert(342.59,Value6146)
Insert(-272.92,Value6147)
Insert(-173.64,Value6148)
Insert(373.31,Value6149)
Insert(406.02,Value6150)
Insert(-63.02,Value6151)
Insert(-94.16,Value6152)
Insert(-226.61,Value6153)
Insert(249.11,Value6154)
Insert(268.63,Value6155)
Insert(-426.59,Value6156)
Insert(262.42,Value6157)
Insert(-365.21,Value6158)
Insert(-463.9,Value6159)
Insert(369.88,Value6160)
Insert(-415.32,Value6161)
Insert(8.78,Value6162)
Insert(236.66,Value6163)
Insert(94.76,Value6164)
Insert(-194.95,Value6165)
Insert(-450.72,Value6166)
Insert(-136.77,Value6167)
Insert(37.65,Value6168)
Insert(-493.6,Value6169)
Insert(410.59,Value6170)
Insert(-190.53,Value6171)
Insert(-223.84,Value6172)
Insert(-117.35,Value6173)
Insert(-44.63,Value6174)
Insert(-497.31,Value6175)
Insert(-251.92,Value6176)
Insert(190.45,Value6177)
Insert(-49.28,Value6178)
Insert(141.99,Value6179)
Insert(27.27,Value6180)
Insert(-380.18,Value6181)
Insert(327.6,Value6182)
Insert(-149.68,Value6183)
Insert(189.61,Value6184)
Insert(-2.2,Value6185)
Insert(-330.61,Value6186)
Insert(-424.52,Value6187)
Insert(-100.32,Value6188)
Insert(471.47,Value6189)
Insert(78.34,Value6190)
Insert(145.24,Value6191)
Insert(-415.13,Value6192)
Insert(271.6,Value6193)
Insert(203.84,Value6194)
Insert(184.91,Value6195)
Insert(262.35,Value6196)
Insert(341.63,Value6197)
Insert(-419.36,Value6198)
Insert(229.9,Value6199)
Insert(-194.28,Value6200)
Insert(328.87,Value6201)
Insert(-375.39,Value6202)
Insert(376.76,Value6203)
Insert(-182.2,Value6204)
Insert(462.65,Value6205)
Insert(344.04,Value6206)
Insert(432.54,Value6207)
Insert(-20.99,Value6208)
Insert(383.46,Value6209)
Insert(163.0,Value6210)
Insert(-404.76,Value6211)
Insert(465.1,Value6212)
Insert(245.78,Value6213)
Insert(131.49,Value6214)
Insert(11.81,Value6215)
Insert(332.73,Value6216)
Insert(461.34,Value6217)
Insert(-468.78,Value6218)
Insert(-443.72,Value6219)
Insert(203.86,Value6220)
Insert(-91.81,Value6221)
Insert(-365.08,Value6222)
Insert(305.14,Value6223)
Insert(-340.55,Value6224)
Insert(-158.75,Value6225)
Insert(-301.64,Value6226)
Insert(-230.93,Value6227)
Insert(221.91,Value6228)
Insert(376.54,Value6229)
Insert(70.67,Value6230)
Insert(352.89,Value6231)
Insert(-247.69,Value6232)
Insert(-275.53,Value6233)
Insert(-336.74,Value6234)
Insert(216.46,Value6235)
Insert(-50.82,Value6236)
Insert(254.97,Value6237)
Insert(-21.41,Value6238)
Insert(58.34,Value6239)
Insert(203.1,Value6240)
Insert(461.15,Value6241)
Insert(70.07,Value6242)
Insert(77.98,Value6243)
Insert(338.64,Value6244)
Insert(-352.2,Value6245)
Insert(-244.78,Value6246)
Insert(279.04,Value6247)
Insert(195.74,Value6248)
Insert(-279.86,Value6249)
Insert(460.49,Value6250)
Insert(-495.91,Value6251)
Insert(194.97,Value6252)
Insert(-110.11,Value6253)
Insert(182.17,Value6254)
Insert(2.39,Value6255)
Insert(-17.21,Value6256)
Insert(466.41,Value6257)
Insert(51.74,Value6258)
Insert(80.33,Value6259)
Insert(209.87,Value6260)
Insert(231.33,Value6261)
Insert(185.94,Value6262)
Insert(-296.8,Value6263)
Insert(-487.94,Value6264)
Insert(-63.99,Value6265)
Insert(250.57,Value6266)
Insert(322.66,Value6267)
Insert(-107.11,Value6268)
Insert(-413.6,Value6269)
Insert(-407.43,Value6270)
Insert(131.47,Value6271)
Insert(353.65,Value6272)
Insert(-403.4,Value6273)
Insert(323.48,Value6274)
Insert(-175.41,Value6275)
Insert(-69.01,Value6276)
Insert(-257.86,Value6277)
Insert(-433.45,Value6278)
Insert(283.27,Value6279)
Insert(-306.75,Value6280)
Insert(-248.68,Value6281)
Insert(59.74,Value6282)
Insert(-66.91,Value6283)
Insert(-407.91,Value6284)
Insert(-102.57,Value6285)
Insert(-97.67,Value6286)
Insert(203.76,Value6287)
Insert(-410.96,Value6288)
Insert(-31.33,Value6289)
Insert(-24.72,Value6290)
Insert(71.45,Value6291)
Insert(61.82,Value6292)
Insert(-313.16,Value6293)
Insert(-309.28,Value6294)
Insert(-177.33,Value6295)
Insert(-167.13,Value6296)
Insert(-218.47,Value6297)
Insert(406.01,Value6298)
Insert(-172.42,Value6299)
Insert(407.3,Value6300)
Insert(247.23,Value6301)
Insert(180.61,Value6302)
Insert(12.42,Value6303)
Insert(-476.65,Value6304)
Insert(496.21,Value6305)
Insert(-268.37,Value6306)
Insert(50.28,Value6307)
Insert(492.01,Value6308)
Insert(441.34,Value6309)
Insert(-334.21,Value6310)
Insert(-234.79,Value6311)
Insert(207.19,Value6312)
Insert(397.39,Value6313)
Insert(90.24,Value6314)
Insert(-37.21,Value6315)
Insert(399.63,Value6316)
Insert(-364.82,Value6317)
Insert(193.04,Value6318)
Insert(-461.15,Value6319)
Insert(-387.42,Value6320)
Insert(262.29,Value6321)
Insert(423.86,Value6322)
Insert(7.13,Value6323)
Insert(-181.26,Value6324)
Insert(488.47,Value6325)
Insert(-95.44,Value6326)
Insert(39.12,Value6327)
Insert(433.92,Value6328)
Insert(-166.99,Value6329)
Insert(20.82,Value6330)
Insert(-190.38,Value6331)
Insert(-343.39,Value6332)
Insert(-341.75,Value6333)
Insert(-396.17,Value6334)
Insert(-455.69,Value6335)
Insert(55.72,Value6336)
Insert(248.02,Value6337)
Insert(296.77,Value6338)
Insert(-273.63,Value6339)
Insert(-452.04,Value6340)
Insert(-433.93,Value6341)
Insert(143.99,Value6342)
Insert(-177.41,Value6343)
Insert(211.88,Value6344)
Insert(-194.23,Value6345)
Insert(-462.39,Value6346)
Insert(-466.84,Value6347)
Insert(311.01,Value6348)
Insert(448.49,Value6349)
Insert(-136.16,Value6350)
Insert(79.59,Value6351)
Insert(100.26,Value6352)
Insert(307.75,Value6353)
Insert(-319.74,Value6354)
Insert(420.51,Value6355)
Insert(304.63,Value6356)
Insert(359.04,Value6357)
Insert(285.84,Value6358)
Insert(164.23,Value6359)
Insert(-291.68,Value6360)
Insert(-159.68,Value6361)
Insert(137.97,Value6362)
Insert(372.82,Value6363)
Insert(164.16,Value6364)
Insert(112.66,Value6365)
Insert(481.9,Value6366)
Insert(-385.05,Value6367)
Insert(260.32,Value6368)
Insert(-350.03,Value6369)
Insert(-71.96,Value6370)
Insert(29.82,Value6371)
Insert(-170.65,Value6372)
Insert(123.41,Value6373)
Insert(-69.3,Value6374)
Insert(21.79,Value6375)
Insert(73.31,Value6376)
Insert(-445.44,Value6377)
Insert(380.02,Value6378)
Insert(288.64,Value6379)
Insert(-6.11,Value6380)
Insert(265.22,Value6381)
Insert(115.67,Value6382)
Insert(-57.14,Value6383)
Insert(-37.31,Value6384)
Insert(-1.29,Value6385)
Insert(-17.54,Value6386)
Insert(-310.32,Value6387)
Insert(-120.7,Value6388)
Insert(165.38,Value6389)
Insert(466.0,Value6390)
Insert(-43.81,Value6391)
Insert(219.77,Value6392)
Insert(481.64,Value6393)
Insert(302.19,Value6394)
Insert(282.56,Value6395)
Insert(45.78,Value6396)
Insert(-247.7,Value6397)
Insert(479.46,Value6398)
Insert(277.81,Value6399)
Insert(447.95,Value6400)
Insert(-375.61,Value6401)
Insert(332.81,Value6402)
Insert(-228.96,Value6403)
Insert(-45.5,Value6404)
Insert(212.92,Value6405)
Insert(316.31,Value6406)
Insert(255.39,Value6407)
Insert(482.06,Value6408)
Insert(442.23,Value6409)
Insert(-164.99,Value6410)
Insert(198.17,Value6411)
Insert(-307.28,Value6412)
Insert(-236.18,Value6413)
Insert(-385.6,Value6414)
Insert(369.46,Value6415)
Insert(41.74,Value6416)
Insert(86.98,Value6417)
Insert(308.73,Value6418)
Insert(-398.16,Value6419)
Insert(263.99,Value6420)
Insert(293.26,Value6421)
Insert(-83.51,Value6422)
Insert(245.56,Value6423)
Insert(-339.51,Value6424)
Insert(188.27,Value6425)
Insert(-360.84,Value6426)
Insert(-120.88,Value6427)
Insert(-222.1,Value6428)
Insert(440.09,Value6429)
Insert(222.21,Value6430)
Insert(-435.96,Value6431)
Insert(-108.91,Value6432)
Insert(-418.46,Value6433)
Insert(-272.56,Value6434)
Insert(-21.74,Value6435)
Insert(-307.02,Value6436)
Insert(14.75,Value6437)
Insert(50.53,Value6438)
Insert(298.1,Value6439)
Insert(-152.09,Value6440)
Insert(92.55,Value6441)
Insert(487.54,Value6442)
Insert(288.66,Value6443)
Insert(244.71,Value6444)
Insert(-427.72,Value6445)
Insert(265.81,Value6446)
Insert(-106.9,Value6447)
Insert(44.34,Value6448)
Insert(420.95,Value6449)
Insert(227.54,Value6450)
Insert(-253.04,Value6451)
Insert(39.27,Value6452)
Insert(176.97,Value6453)
Insert(-34.59,Value6454)
Insert(-62.23,Value6455)
Insert(271.06,Value6456)
Insert(-222.28,Value6457)
Insert(-57.24,Value6458)
Insert(56.88,Value6459)
Insert(-200.94,Value6460)
Insert(225.45,Value6461)
Insert(-222.11,Value6462)
Insert(-472.73,Value6463)
Insert(-50.65,Value6464)
Insert(52.69,Value6465)
Insert(70.4,Value6466)
Insert(-115.62,Value6467)
Insert(-181.53,Value6468)
Insert(212.88,Value6469)
Insert(343.34,Value6470)
Insert(-169.04,Value6471)
Insert(-209.6,Value6472)
Insert(317.66,Value6473)
Insert(-117.18,Value6474)
Insert(284.58,Value6475)
Insert(-135.17,Value6476)
Insert(-347.9,Value6477)
Insert(-402.83,Value6478)
Insert(-112.91,Value6479)
Insert(-28.78,Value6480)
Insert(-413.9,Value6481)
Insert(-54.76,Value6482)
Insert(-182.15,Value6483)
Insert(5.01,Value6484)
Insert(5.66,Value6485)
Insert(340.65,Value6486)
Insert(74.45,Value6487)
Insert(-112.01,Value6488)
Insert(240.34,Value6489)
Insert(302.23,Value6490)
Insert(285.96,Value6491)
Insert(-179.24,Value6492)
Insert(-60.5,Value6493)
Insert(107.38,Value6494)
Insert(282.8,Value6495)
Insert(-214.94,Value6496)
Insert(-206.75,Value6497)
Insert(-97.72,Value6498)
Insert(-64.97,Value6499)
Insert(-51.71,Value6500)
Insert(-330.66,Value6501)
Insert(133.09,Value6502)
Insert(-126.08,Value6503)
Insert(-439.56,Value6504)
Insert(-51.44,Value6505)
Insert(99.86,Value6506)
Insert(-324.76,Value6507)
Insert(-247.51,Value6508)
Insert(72.27,Value6509)
Insert(-326.03,Value6510)
Insert(-194.23,Value6511)
Insert(-448.2,Value6512)
Insert(206.14,Value6513)
Insert(-178.1,Value6514)
Insert(-303.11,Value6515)
Insert(338.09,Value6516)
Insert(295.5,Value6517)
Insert(-384.79,Value6518)
Insert(-109.92,Value6519)
Insert(193.34,Value6520)
Insert(-481.3,Value6521)
Insert(468.45,Value6522)
Insert(-409.2,Value6523)
Insert(-267.02,Value6524)
Insert(-81.69,Value6525)
Insert(273.84,Value6526)
Insert(-4.96,Value6527)
Insert(136.33,Value6528)
Insert(-380.62,Value6529)
Insert(-325.41,Value6530)
Insert(-78.09,Value6531)
Insert(-377.89,Value6532)
Insert(23.25,Value6533)
Insert(410.66,Value6534)
Insert(-152.19,Value6535)
Insert(-400.33,Value6536)
Insert(-390.98,Value6537)
Insert(106.72,Value6538)
Insert(-165.04,Value6539)
Insert(-147.21,Value6540)
Insert(-297.81,Value6541)
Insert(480.36,Value6542)
Insert(114.86,Value6543)
Insert(182.21,Value6544)
Insert(488.56,Value6545)
Insert(-438.12,Value6546)
Insert(-51.63,Value6547)
Insert(-95.62,Value6548)
Insert(-162.27,Value6549)
Insert(142.27,Value6550)
Insert(140.47,Value6551)
Insert(-176.71,Value6552)
Insert(-79.11,Value6553)
Insert(-28.66,Value6554)
Insert(380.17,Value6555)
Insert(-319.56,Value6556)
Insert(-18.18,Value6557)
Insert(9.08,Value6558)
Insert(-115.21,Value6559)
Insert(-215.29,Value6560)
Insert(-281.21,Value6561)
Insert(262.66,Value6562)
Insert(-201.96,Value6563)
Insert(-251.78,Value6564)
Insert(-25.26,Value6565)
Insert(-120.77,Value6566)
Insert(-44.29,Value6567)
Insert(175.73,Value6568)
Insert(-76.29,Value6569)
Insert(-352.35,Value6570)
Insert(373.82,Value6571)
Insert(-262.84,Value6572)
Insert(-104.78,Value6573)
Insert(188.36,Value6574)
Insert(-316.38,Value6575)
Insert(263.84,Value6576)
Insert(-446.85,Value6577)
Insert(-454.0,Value6578)
Insert(440.52,Value6579)
Insert(413.93,Value6580)
Insert(293.74,Value6581)
Insert(-134.44,Value6582)
Insert(168.02,Value6583)
Insert(498.82,Value6584)
Insert(109.23,Value6585)
Insert(-37.21,Value6586)
Insert(286.73,Value6587)
Insert(122.81,Value6588)
Insert(403.96,Value6589)
Insert(-82.97,Value6590)
Insert(-55.79,Value6591)
Insert(-369.74,Value6592)
Insert(274.61,Value6593)
Insert(417.39,Value6594)
Insert(-496.59,Value6595)
Insert(-60.33,Value6596)
Insert(357.77,Value6597)
Insert(1.6,Value6598)
Insert(206.71,Value6599)
Insert(-59.16,Value6600)
Insert(420.48,Value6601)
Insert(-87.17,Value6602)
Insert(44.28,Value6603)
Insert(-476.86,Value6604)
Insert(-299.45,Value6605)
Insert(109.34,Value6606)
Insert(-321.65,Value6607)
Insert(114.17,Value6608)
Insert(-382.09,Value6609)
Insert(-446.25,Value6610)
Insert(314.48,Value6611)
Insert(490.87,Value6612)
Insert(-190.23,Value6613)
Insert(-293.0,Value6614)
Insert(409.38,Value6615)
Insert(-438.81,Value6616)
Insert(-417.66,Value6617)
Insert(-223.66,Value6618)
Insert(-339.94,Value6619)
Insert(181.94,Value6620)
Insert(154.8,Value6621)
Insert(0.26,Value6622)
Insert(-326.1,Value6623)
Insert(-259.24,Value6624)
Insert(288.64,Value6625)
Insert(453.38,Value6626)
Insert(109.43,Value6627)
Insert(-267.76,Value6628)
Insert(303.36,Value6629)
Insert(327.65,Value6630)
Insert(8.31,Value6631)
Insert(-35.46,Value6632)
Insert(346.61,Value6633)
Insert(-19.32,Value6634)
Insert(-116.95,Value6635)
Insert(135.63,Value6636)
Insert(-317.61,Value6637)
Insert(102.74,Value6638)
Insert(66.81,Value6639)
Insert(83.55,Value6640)
Insert(-234.61,Value6641)
Insert(-307.35,Value6642)
Insert(-441.63,Value6643)
Insert(403.73,Value6644)
Insert(-151.99,Value6645)
Insert(-113.59,Value6646)
Insert(-180.6,Value6647)
Insert(51.15,Value6648)
Insert(-161.78,Value6649)
Insert(407.48,Value6650)
Insert(-486.87,Value6651)
Insert(182.51,Value6652)
Insert(-36.33,Value6653)
Insert(361.06,Value6654)
Insert(-84.21,Value6655)
Insert(-170.32,Value6656)
Insert(-167.13,Value6657)
Insert(199.94,Value6658)
Insert(87.26,Value6659)
Insert(-424.94,Value6660)
Insert(415.45,Value6661)
Insert(-94.25,Value6662)
Insert(-215.89,Value6663)
Insert(349.01,Value6664)
Insert(218.64,Value6665)
Insert(250.62,Value6666)
Insert(256.54,Value6667)
Insert(-315.58,Value6668)
Insert(28.67,Value6669)
Insert(-413.41,Value6670)
Insert(48.69,Value6671)
Insert(15.51,Value6672)
Insert(-0.86,Value6673)
Insert(-444.23,Value6674)
Insert(467.93,Value6675)
Insert(-176.91,Value6676)
Insert(188.92,Value6677)
Insert(69.04,Value6678)
Insert(151.46,Value6679)
Insert(297.15,Value6680)
Insert(-120.07,Value6681)
Insert(-467.52,Value6682)
Insert(-10.16,Value6683)
Insert(-318.12,Value6684)
Insert(99.01,Value6685)
Insert(-239.06,Value6686)
Insert(-240.12,Value6687)
Insert(154.15,Value6688)
Insert(238.16,Value6689)
Insert(-450.49,Value6690)
Insert(40.39,Value6691)
Insert(-480.42,Value6692)
Insert(497.17,Value6693)
Insert(-438.08,Value6694)
Insert(-472.02,Value6695)
Insert(283.34,Value6696)
Insert(-308.58,Value6697)
Insert(-416.33,Value6698)
Insert(11.31,Value6699)
Insert(-135.17,Value6700)
Insert(-233.82,Value6701)
Insert(-124.43,Value6702)
Insert(-89.04,Value6703)
Insert(75.34,Value6704)
Insert(-379.2,Value6705)
Insert(496.67,Value6706)
Insert(-301.11,Value6707)
Insert(9.19,Value6708)
Insert(-430.74,Value6709)
Insert(180.18,Value6710)
Insert(-22.18,Value6711)
Insert(99.39,Value6712)
Insert(246.51,Value6713)
Insert(84.58,Value6714)
Insert(449.26,Value6715)
Insert(24.29,Value6716)
Insert(-83.93,Value6717)
Insert(-184.98,Value6718)
Insert(134.79,Value6719)
Insert(-358.58,Value6720)
Insert(-229.58,Value6721)
Insert(219.01,Value6722)
Insert(496.5,Value6723)
Insert(410.92,Value6724)
Insert(-58.77,Value6725)
Insert(483.85,Value6726)
